first derivatives for non-terminal "dangle":
inf	inf	inf	inf	inf	0	0	0	0	5.36738e-07	0.000672981	0	0	0	0	0	0	1.44543e-07	5.6872e-05	0	0	0	0	0	0	9.33044e-07	0.000595146	0	0.000588242	0.965119	
	inf	inf	inf	inf	inf	0	0	0	3.19804e-06	1.47612e-06	0	0	0	0	0	0	2.68333e-07	3.04988e-07	0	0	0	0	0	0	2.80022e-06	3.67065e-05	0	0.00455138	0.00385592	
		inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
			inf	inf	inf	inf	inf	0	1.02713e-06	5.97835e-05	0	0	0	0	0	0	1.603e-07	8.93458e-05	0	0	0	0	0	0	3.03842e-05	0.0193522	0	5.46466e-05	0.000574541	
				inf	inf	inf	inf	inf	2.80478e-07	1.95189e-06	0	0	0	0	0	0	4.21721e-07	3.10207e-07	0	0	0	0	0	0	9.12225e-05	0.000107596	0	2.69927e-06	3.23511e-06	
					inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
						inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
							inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
								inf	inf	inf	inf	inf	2.53162e-07	0	0	0	0	0	0	5.28486e-05	0.0023	0	0	0	0	0	0	0	0	
									inf	inf	inf	inf	inf	0	0	0	0	0	0	1.09155e-05	1.57349e-06	0	0	0	0	0	0	0	0	
										inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
											inf	inf	inf	inf	inf	0	1.31336e-06	7.69785e-05	0	0	0	0	0	0	1.60274e-07	8.93307e-05	0	2.6724e-07	5.71993e-05	
												inf	inf	inf	inf	inf	3.58639e-07	2.5133e-06	0	0	0	0	0	0	4.21651e-07	3.10155e-07	0	2.69869e-07	3.35407e-07	
													inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	
														inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	
															inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	
																inf	inf	inf	inf	inf	2.53119e-07	0	0	0	0	0	0	0	0	
																	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	
																		inf	inf	inf	inf	inf	0	0	0	0	0	0	0	
																			inf	inf	inf	inf	inf	0	1.01966e-06	5.97624e-05	0	1.4027e-06	0.000672753	
																				inf	inf	inf	inf	inf	2.88405e-07	2.02094e-06	0	3.28817e-06	1.05607e-06	
																					inf	inf	inf	inf	inf	0	0	0	0	
																						inf	inf	inf	inf	inf	0	0	0	
																							inf	inf	inf	inf	inf	0	0	
																								inf	inf	inf	inf	inf	0	
																									inf	inf	inf	inf	inf	
																										inf	inf	inf	inf	
																											inf	inf	inf	
																												inf	inf	
																													inf	
first derivatives for non-terminal "hairpin":
inf	inf	inf	inf	inf	0	0	0	0	5.36738e-07	1.19966e-06	0	0	0	0	0	0	1.12466e-07	9.56216e-08	0	0	0	0	0	0	3.52626e-08	3.52626e-08	0	2.99811e-08	2.99811e-08	
	inf	inf	inf	inf	inf	0	0	0	0.000674971	1.02165e-06	0	0	0	0	0	0	5.37982e-05	2.15545e-07	0	0	0	0	0	0	1.98406e-05	9.81794e-08	0	1.43414e-05	5.73734e-08	
		inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
			inf	inf	inf	inf	inf	0	1.54451e-06	9.24905e-07	0	0	0	0	0	0	2.33699e-07	1.40091e-07	0	0	0	0	0	0	3.06988e-06	2.10092e-06	0	5.13048e-08	3.52626e-08	
				inf	inf	inf	inf	inf	6.3136e-05	2.19523e-06	0	0	0	0	0	0	9.27175e-05	3.41946e-07	0	0	0	0	0	0	0.00118117	1.10632e-06	0	1.98406e-05	6.74802e-08	
					inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
						inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
							inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
								inf	inf	inf	inf	inf	2.70076e-06	0	0	0	0	0	0	0.000241048	0.000123794	0	0	0	0	0	0	0	0	
									inf	inf	inf	inf	inf	0	0	0	0	0	0	0.0189845	0.000172839	0	0	0	0	0	0	0	0	
										inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
											inf	inf	inf	inf	inf	0	0.016293	0.0138545	0	0	0	0	0	0	2.33767e-07	1.40218e-07	0	1.12617e-07	9.56056e-08	
												inf	inf	inf	inf	inf	0.943562	0.00292637	0	0	0	0	0	0	9.27927e-05	4.46888e-07	0	5.37891e-05	2.15185e-07	
													inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	
														inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	
															inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	
																inf	inf	inf	inf	inf	2.70522e-06	0	0	0	0	0	0	0	0	
																	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	
																		inf	inf	inf	inf	inf	0	0	0	0	0	0	0	
																			inf	inf	inf	inf	inf	0	1.60955e-06	9.25765e-07	0	5.33689e-07	1.19924e-06	
																				inf	inf	inf	inf	inf	6.32011e-05	3.00877e-06	0	0.000674824	1.05607e-06	
																					inf	inf	inf	inf	inf	0	0	0	0	
																						inf	inf	inf	inf	inf	0	0	0	
																							inf	inf	inf	inf	inf	0	0	
																								inf	inf	inf	inf	inf	0	
																									inf	inf	inf	inf	inf	
																										inf	inf	inf	inf	
																											inf	inf	inf	
																												inf	inf	
																													inf	
first derivatives for non-terminal "iloop":
inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	2.93568e-08	9.98996e-09	0	0	0	0	0	0	8.96974e-07	1.9557e-06	0	0.000571873	0.00237745	
	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	3.23022e-06	1.36054e-08	0	0	0	0	0	0	0.000575321	3.22537e-05	0	0.967278	0.00383156	
		inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
			inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	4.75862e-09	6.42042e-09	0	0	0	0	0	0	0.00190905	0.00284099	0	8.49085e-06	1.88231e-06	
				inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	2.2205e-06	1.33243e-08	0	0	0	0	0	0	0.980209	0.00127406	0	0.000553866	3.16685e-06	
					inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
						inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
							inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
								inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0.00708856	0.00236993	0	0	0	0	0	0	0	0	
									inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0.960995	0.000620486	0	0	0	0	0	0	0	0	
										inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	
											inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	4.76001e-09	6.42624e-09	0	1.16969e-08	1.06291e-08	
												inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	2.22231e-06	1.74135e-08	0	3.56563e-06	1.17556e-07	
													inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	
														inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	
															inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	
																inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	
																	inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	
																		inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	
																			inf	inf	inf	inf	inf	inf	inf	inf	inf	0	0	
																				inf	inf	inf	inf	inf	inf	inf	inf	inf	0	
																					inf	inf	inf	inf	inf	inf	inf	inf	inf	
																						inf	inf	inf	inf	inf	inf	inf	inf	
																							inf	inf	inf	inf	inf	inf	inf	
																								inf	inf	inf	inf	inf	inf	
																									inf	inf	inf	inf	inf	
																										inf	inf	inf	inf	
																											inf	inf	inf	
																												inf	inf	
																													inf	
first derivatives for non-terminal "leftB":
inf	inf	inf	inf	inf	inf	inf	inf	0	0	1.24018e-08	0	0	0	0	0	0	0	4.45323e-09	0	0	0	0	0	0	0	8.30765e-07	0	0	5.96949e-07	
	inf	inf	inf	inf	inf	inf	inf	inf	0	4.56883e-07	0	0	0	0	0	0	0	7.62964e-08	0	0	0	0	0	0	0	2.10536e-05	0	0	2.43085e-05	
		inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
			inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	6.93824e-10	0	0	0	0	0	0	0	1.72459e-08	0	0	6.61041e-10	
				inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	1.0115e-09	0	0	0	0	0	0	0	4.84654e-09	0	0	7.43707e-10	
					inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
						inf	inf	inf	inf	inf	inf	inf	inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
